보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
산수동725,1,,광주광역시 동구 산수동 479-12,35.15595245,126.9238009,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동726,1,,광주광역시 동구 산수동 479-22,35.15587234,126.9235498,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동727,1,,광주광역시 동구 산수동 485,35.1556557,126.9230576,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동728,1,,광주광역시 동구 산수동 486-3,35.15563202,126.922871,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동729,1,,광주광역시 동구 산수동 486-19,35.15553665,126.9224968,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동730,1,,광주광역시 동구 산수동 487-15,35.15507889,126.9221725,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동731,1,,광주광역시 동구 산수동 487-19,35.15486526,126.922287,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동732,1,,광주광역시 동구 산수동 495-9,35.15475464,126.9223944,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동733,1,,광주광역시 동구 산수동 495-12,35.15461156,126.9225845,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동734,1,,광주광역시 동구 산수동 489-20,35.15478134,126.9226227,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동735,1,,광주광역시 동구 산수동 488-7,35.15504074,126.9225235,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동736,1,,광주광역시 동구 산수동 488-10,35.15521622,126.9224396,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동737,1,,광주광역시 동구 산수동 482-1,35.15548706,126.9233493,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동738,1,,광주광역시 동구 산수동 490-8,35.15530014,126.9231815,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동739,1,,광주광역시 동구 산수동 490-29,35.15499878,126.9233932,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동740,1,,광주광역시 동구 산수동 490-33,35.15502212,126.9232712,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동741,1,,광주광역시 동구 산수동 481-16,35.15511173,126.9237061,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동742,1,,광주광역시 동구 산수동 372-10,35.15474319,126.923967,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동743,1,,광주광역시 동구 산수동 372-6,35.15481949,126.9240309,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동744,1,,광주광역시 동구 산수동 490-32,35.1548233,126.9235992,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동745,1,,광주광역시 동구 산수동 490-30,35.1548233,126.9234238,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동746,1,,광주광역시 동구 산수동 488-20,35.15488052,126.9228058,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동748,1,,광주광역시 동구 산수동 489-16,35.15473271,126.9232445,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동749,1,,광주광역시 동구 산수동 489-16,35.15472794,126.923233,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동750,1,,광주광역시 동구 산수동 489-14,35.15457153,126.923439,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동751,1,,광주광역시 동구 산수동 485-9,35.15532176,126.9229054,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동752,1,,광주광역시 동구 산수동 481-6,35.15546345,126.9234712,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동753,1,,광주광역시 동구 산수동 481-2,35.15527725,126.9236603,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동754,1,,광주광역시 동구 산수동 479-9,35.15565491,126.9238052,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동755,1,,광주광역시 동구 산수동 480-1,35.1554932,126.9238998,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동756,1,,광주광역시 동구 산수동 479-32,35.15555954,126.923996,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동757,1,,광주광역시 동구 산수동 480-15,35.15517044,126.9238822,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동758,1,,광주광역시 동구 산수동 371-19,35.15467072,126.9242859,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동759,1,,광주광역시 동구 산수동 371-1,35.15430438,126.9244936,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동760,1,,광주광역시 동구 산수동 489-5,35.15438065,126.9239059,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동761,1,,광주광역시 동구 산수동 371-9,35.15438518,126.9242249,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동762,1,,광주광역시 동구 산수동 489-7,35.15415129,126.9241077,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동763,1,,광주광역시 동구 산수동 489-7,35.15412521,126.9241638,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동764,1,,광주광역시 동구 산수동 489-42,35.15451813,126.9233748,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동765,1,,광주광역시 동구 산수동 489-25,35.15465262,126.9229497,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동766,1,,광주광역시 동구 산수동 489-19,35.15472794,126.9228405,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동767,1,,광주광역시 동구 산수동 495-3,35.15430789,126.9228678,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동768,1,,광주광역시 동구 산수동 495-21,35.15410545,126.9231873,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동769,1,,광주광역시 동구 산수동 368-11,35.15377464,126.9235712,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동770,1,,광주광역시 동구 산수동 494-7,35.15393829,126.9236374,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동771,1,,광주광역시 동구 산수동 494-28,35.15382004,126.9238129,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동772,1,,광주광역시 동구 산수동 368-16,35.15359267,126.9238887,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동773,1,,광주광역시 동구 산수동 368,35.15364838,126.9242325,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동774,1,,광주광역시 동구 산수동 368-14,35.15339661,126.9241811,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동775,1,,광주광역시 동구 산수동 368-14,35.15337372,126.9241104,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동776,1,,광주광역시 동구 산수동 509-6,35.15600236,126.9355372,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동777,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동778,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동779,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동780,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동781,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동782,1,,광주광역시 동구 산수동 675,35.16123257,126.9356593,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동783,1,,광주광역시 동구 산수동 675,35.161207,126.9356704,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동785,1,,광주광역시 동구 산수동 577,35.15915978,126.936284,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동787,1,,광주광역시 동구 산수동 537-39,35.15859855,126.9315892,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동788,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동789,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동790,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동791,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동792,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동793,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동794,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동795,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동796,1,,광주광역시 동구 산수동 562-3,35.15338392,126.9285777,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동797,1,,광주광역시 동구 산수동 485-16,35.15526748,126.9227854,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동798,1,,광주광역시 동구 산수동 485-10,35.15475411,126.9234858,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동799,1,,광주광역시 동구 산수동 562-1,35.15770197,126.9344013,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동800,1,,광주광역시 동구 산수동 530-30,35.15657987,126.9325652,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동801,1,,광주광역시 동구 산수동 562-4,35.15644994,126.9277375,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동802,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동803,1,,광주광역시 동구 산수동 675,35.161207,126.9356362,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
산수동804,1,,광주광역시 동구 산수동 562-1,35.15770197,126.9344013,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동805,1,,광주광역시 동구 산수동 554-13,35.15430706,126.9301224,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
산수동806,1,,광주광역시 동구 산수동 401-16,35.1548329,126.9275663,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동807,1,,광주광역시 동구 산수동 396-20,35.15440943,126.927823,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동808,1,,광주광역시 동구 산수동 554-76,35.1549897,126.929831,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동809,1,,광주광역시 동구 산수동 562-1,35.15770197,126.9344013,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동810,1,,광주광역시 동구 산수동 562-1,35.15770197,126.9344013,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동811,1,,광주광역시 동구 산수동 562-1,35.15770197,126.9344013,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동812,1,,광주광역시 동구 산수동 540-2,35.15677498,126.9308941,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동813,1,,광주광역시 동구 산수동 562-4,35.15644994,126.9277375,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동814,1,,광주광역시 동구 산수동 401-125,35.1553738,126.9278374,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
산수동815,1,,광주광역시 동구 산수동 562-5,35.15874939,126.9302484,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동001,1,,광주광역시 동구 서석동 산131,35.14600564,126.9343635,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동002,1,,광주광역시 동구 서석동 산131,35.14600564,126.9343635,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동003,1,,광주광역시 동구 서석동 515-16,35.14134979,126.9251556,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동004,1,,광주광역시 동구 서석동 523-1,35.14175034,126.9249878,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동005,1,,광주광역시 동구 서석동 522-9,35.14197159,126.9249115,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동006,1,,광주광역시 동구 서석동 520-4,35.14222336,126.9249115,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동007,1,,광주광역시 동구 서석동 433-2,35.14518971,126.9267787,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동008,1,,광주광역시 동구 서석동 428-4,35.14524203,126.9270006,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동009,1,,광주광역시 동구 서석동 428-3,35.14528656,126.9268936,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동010,1,,광주광역시 동구 서석동 428-9,35.1450541,126.9271424,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동011,1,,광주광역시 동구 서석동 429-26,35.14504242,126.927400,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동012,1,,광주광역시 동구 서석동 430-26,35.14493135,126.9273071,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동013,1,,광주광역시 동구 서석동 423-25,35.14462867,126.9278168,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동014,1,,광주광역시 동구 서석동 423-15,35.14476125,126.9279404,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동015,1,,광주광역시 동구 서석동 421,35.14379042,126.9280982,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동016,1,,광주광역시 동구 서석동 423-27,35.14474115,126.9283388,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동017,1,,광주광역시 동구 서석동 422-14,35.14485168,126.9284337,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동018,1,,광주광역시 동구 서석동 510-15,35.14518738,126.9286041,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동019,1,,광주광역시 동구 서석동 422-1,35.145298,126.9282761,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동020,1,,광주광역시 동구 서석동 422-2,35.14517593,126.9281237,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동021,1,,광주광역시 동구 서석동 423-18,35.14502335,126.9279721,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동022,1,,광주광역시 동구 서석동 424-1,35.14545912,126.9279709,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동023,1,,광주광역시 동구 서석동 426-1,35.14544716,126.9277039,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동024,1,,광주광역시 동구 서석동 424-6,35.14524078,126.9277649,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동025,1,,광주광역시 동구 서석동 423-2,35.14510452,126.9276123,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동026,1,,광주광역시 동구 서석동 423-3,35.14505386,126.927764,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동027,1,,광주광역시 동구 서석동 425-3,35.1455307,126.927992,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동028,1,,광주광역시 동구 서석동 425-3,35.14555668,126.927992,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동029,1,,광주광역시 동구 서석동 425-1,35.14566803,126.9275277,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동030,1,,광주광역시 동구 서석동 427-3,35.14578502,126.9273062,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동031,1,,광주광역시 동구 서석동 427-6,35.14564133,126.9271393,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동032,1,,광주광역시 동구 서석동 427-4,35.14574051,126.927231,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동033,1,,광주광역시 동구 서석동 425,35.1457732,126.9275818,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동034,1,,광주광역시 동구 서석동 1-12,35.14588955,126.9272607,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동035,1,,광주광역시 동구 서석동 420-1,35.14469147,126.9291312,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동036,1,,광주광역시 동구 서석동 421-5,35.14472232,126.9286809,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동037,1,,광주광역시 동구 서석동 420-3,35.14448772,126.929342,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동038,1,,광주광역시 동구 서석동 445-1,35.14445496,126.9295786,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동039,1,,광주광역시 동구 서석동 350-1,35.14435607,126.9298325,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동040,1,,광주광역시 동구 서석동 420-4,35.14444733,126.9290848,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동041,1,,광주광역시 동구 서석동 420-5,35.14428711,126.9289627,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동042,1,,광주광역시 동구 서석동 428-7,35.14510873,126.9270145,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동043,1,,광주광역시 동구 서석동 428-7,35.14510873,126.9270145,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동044,1,,광주광역시 동구 서석동 445-8,35.14412689,126.9291626,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동045,1,,광주광역시 동구 서석동 445-20,35.14403534,126.9291851,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동046,1,,광주광역시 동구 서석동 351-12,35.1440431,126.9294968,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동047,1,,광주광역시 동구 서석동 419-9,35.14447224,126.9299976,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동048,1,,광주광역시 동구 서석동 419-3,35.14437866,126.9302063,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동049,1,,광주광역시 동구 서석동 419-3,35.14439224,126.9302227,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동050,1,,광주광역시 동구 서석동 418-1,35.1448822,126.9304943,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동051,1,,광주광역시 동구 서석동 419-13,35.1447653,126.9301994,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동052,1,,광주광역시 동구 서석동 11-6,35.14678425,126.9262383,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동053,1,,광주광역시 동구 서석동 5-1,35.14650845,126.9267143,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동054,1,,광주광역시 동구 서석동 5-11,35.14636943,126.9268138,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동055,1,,광주광역시 동구 서석동 10-17,35.14645004,126.9262289,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동056,1,,광주광역시 동구 서석동 9-1,35.14621362,126.9262614,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동057,1,,광주광역시 동구 서석동 11-11,35.14642715,126.9262899,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동058,1,,광주광역시 동구 서석동 6,35.14639763,126.9264796,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동059,1,,광주광역시 동구 서석동 6-7,35.14618683,126.9264112,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동060,1,,광주광역시 동구 서석동 8-8,35.14590702,126.9257522,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동061,1,,광주광역시 동구 서석동 8-7,35.14598846,126.9258957,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동062,1,,광주광역시 동구 서석동 7-5,35.14579348,126.9262479,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동063,1,,광주광역시 동구 서석동 7-5,35.14579348,126.9262479,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동064,1,,광주광역시 동구 서석동 7-22,35.14556885,126.9257736,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동065,1,,광주광역시 동구 서석동 7-12,35.14552833,126.9256103,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동066,1,,광주광역시 동구 서석동 21-30,35.14530026,126.9256661,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동067,1,,광주광역시 동구 서석동 21-21,35.14534967,126.9253845,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동068,1,,광주광역시 동구 서석동 21-23,35.1451416,126.9252608,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동069,1,,광주광역시 동구 서석동 7-9,35.14524654,126.9259796,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동070,1,,광주광역시 동구 서석동 6-17,35.14527944,126.9261169,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동071,1,,광주광역시 동구 서석동 6-41,35.14575195,126.9264374,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동072,1,,광주광역시 동구 서석동 5-8,35.1462059,126.926796,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동073,1,,광주광역시 동구 서석동 435-11,35.14508139,126.9260941,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동074,1,,광주광역시 동구 서석동 7-8,35.14523372,126.9259415,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동075,1,,광주광역시 동구 서석동 21-33,35.14508528,126.9256566,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동076,1,,광주광역시 동구 서석동 21-50,35.14496613,126.9256944,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동077,1,,광주광역시 동구 서석동 21-44,35.14492035,126.925621,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동078,1,,광주광역시 동구 서석동 436-6,35.14455503,126.9255797,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동079,1,,광주광역시 동구 서석동 435-8,35.14442825,126.925498,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동080,1,,광주광역시 동구 서석동 132,35.14735874,126.9236173,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동081,1,,광주광역시 동구 서석동 435-27,35.14468002,126.9255368,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동082,1,,광주광역시 동구 서석동 22-3,35.14490307,126.9250793,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동083,1,,광주광역시 동구 서석동 22-3,35.14494324,126.925043,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동084,1,,광주광역시 동구 서석동 19-4,35.14529355,126.9244622,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동085,1,,광주광역시 동구 서석동 26-1,35.14516449,126.9243774,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동086,1,,광주광역시 동구 서석동 20-1,35.14567791,126.9246096,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동087,1,,광주광역시 동구 서석동 20-4,35.14566803,126.9246861,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동088,1,,광주광역시 동구 서석동 7-2,35.14569855,126.9251178,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동089,1,,광주광역시 동구 서석동 17-9,35.1459465,126.9246821,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동090,1,,광주광역시 동구 서석동 16,35.14594124,126.9249496,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동091,1,,광주광역시 동구 서석동 15-8,35.14610363,126.9250717,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동092,1,,광주광역시 동구 서석동 15,35.14620972,126.9252472,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동093,1,,광주광역시 동구 서석동 31-9,35.14642333,126.9235978,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동094,1,,광주광역시 동구 서석동 18-5,35.14578247,126.9242051,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동096,1,,광주광역시 동구 서석동 30,35.14547965,126.9235154,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동097,1,,광주광역시 동구 서석동 31-10,35.14638545,126.9227537,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동098,1,,광주광역시 동구 서석동 28-17,35.14535904,126.9238358,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동099,1,,광주광역시 동구 서석동 28-4,35.14557266,126.9238868,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동100,1,,광주광역시 동구 서석동 26-7,35.14514261,126.9242119,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동101,1,,광주광역시 동구 서석동 42-12,35.14698582,126.9225566,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동102,1,,광주광역시 동구 서석동 31-11,35.1460475,126.9243024,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동104,1,,광주광역시 동구 서석동 48-5,35.14603504,126.9223053,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동105,1,,광주광역시 동구 서석동 50-6,35.14611816,126.9222382,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동106,1,,광주광역시 동구 서석동 136,35.14634705,126.9226546,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동107,1,,광주광역시 동구 서석동 42-21,35.14665573,126.9227796,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동108,1,,광주광역시 동구 서석동 42-10,35.14681295,126.9229584,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동109,1,,광주광역시 동구 서석동 41-3,35.14708616,126.9231949,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동110,1,,광주광역시 동구 서석동 132,35.14730835,126.9236173,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동111,1,,광주광역시 동구 서석동 14-1,35.14755252,126.925560,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동112,1,,광주광역시 동구 서석동 42-18,35.14690781,126.9228058,,건축물,062-608-2894,광주광역시 동구청,2025-12-23
서석동113,1,,광주광역시 동구 서석동 42-1,35.14690781,126.9226499,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동114,1,,광주광역시 동구 서석동 47-1,35.14692275,126.9222738,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동115,1,,광주광역시 동구 서석동 45-12,35.14717651,126.9224945,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동116,1,,광주광역시 동구 서석동 33-4,35.1453743,126.922390,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동117,1,,광주광역시 동구 서석동 91-42,35.1451756,126.922493,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동118,1,,광주광역시 동구 서석동 31-5,35.14528736,126.922627,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동119,1,,광주광역시 동구 서석동 30-12,35.14511108,126.922750,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동120,1,,광주광역시 동구 서석동 27-17,35.1448288,126.9235492,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동121,1,,광주광역시 동구 서석동 96-2,35.14400658,126.9238455,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동122,1,,광주광역시 동구 서석동 95-2,35.14417569,126.9237442,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동123,1,,광주광역시 동구 서석동 95-26,35.14436826,126.9236946,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
서석동124,1,,광주광역시 동구 서석동 95-5,35.14447295,126.9234194,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동125,1,,광주광역시 동구 서석동 94-23,35.14459562,126.9231289,,전용주,062-608-2894,광주광역시 동구청,2025-12-23
서석동126,1,,광주광역시 동구 서석동 93-3,35.14472961,126.9229125,,한전주,062-608-2894,광주광역시 동구청,2025-12-23
